1.006349209999999994e+00,1.029981169999999890e+00,8.826496999999999815e-01,7.315627799999999681e-01,6.471396499999999552e-01,7.124710499999999946e-01,6.449528300000000325e-01,4.630955800000000067e-01,2.890215999999999896e-01,2.139800299999999877e-01,2.114307099999999939e-01,2.153945899999999969e-01,1.787995800000000135e-01,1.212101800000000007e-01,7.456579000000000679e-02,4.830779999999999796e-02
8.068805500000000297e-01,2.863095239999999819e+00,2.668231640000000127e+00,9.679215700000000089e-01,4.231585099999999877e-01,4.490503000000000133e-01,4.681709099999999957e-01,4.159138600000000241e-01,2.888897699999999902e-01,2.121034800000000109e-01,1.820593399999999862e-01,1.857714599999999994e-01,1.772309099999999915e-01,1.401867800000000108e-01,9.303137000000000212e-02,6.624165999999999388e-02
6.593286900000000506e-01,2.544234639999999992e+00,3.765957450000000151e+00,1.864726129999999982e+00,5.795433300000000232e-01,4.134003600000000223e-01,4.521788800000000053e-01,5.360584400000000249e-01,3.752367099999999733e-01,2.506456000000000239e-01,2.069098699999999957e-01,2.075573599999999963e-01,1.933877800000000091e-01,1.767740700000000054e-01,1.357070200000000115e-01,9.627555999999999614e-02
6.165014500000000064e-01,1.041220489999999943e+00,2.103700739999999847e+00,2.548387099999999794e+00,1.070383599999999991e+00,5.754552099999999948e-01,5.363920199999999694e-01,6.446043200000000084e-01,4.410017600000000204e-01,2.972678400000000054e-01,2.671879400000000127e-01,2.641543900000000167e-01,2.289973999999999899e-01,2.253376699999999899e-01,1.817281599999999997e-01,1.119255200000000006e-01
9.467144100000000062e-01,7.902128600000000169e-01,1.134993289999999933e+00,1.858137820000000051e+00,1.362637359999999909e+00,9.685505899999999890e-01,7.515254700000000287e-01,7.231661999999999813e-01,4.739088599999999873e-01,3.625064700000000251e-01,3.328363500000000030e-01,3.103620300000000110e-01,2.805559300000000089e-01,2.537234199999999773e-01,1.990774499999999891e-01,1.227177099999999937e-01
1.091338010000000081e+00,8.780254100000000061e-01,8.477139200000000097e-01,1.045974469999999990e+00,1.014129440000000049e+00,1.131147539999999951e+00,8.847921199999999597e-01,7.069841399999999831e-01,4.254408100000000026e-01,3.299845399999999929e-01,2.970328400000000202e-01,2.994429299999999960e-01,2.713326899999999875e-01,2.246174499999999963e-01,1.525266100000000069e-01,1.014089600000000063e-01
1.268472180000000060e+00,1.175377729999999898e+00,1.190555559999999957e+00,1.251851470000000077e+00,1.010359020000000108e+00,1.136062389999999978e+00,1.118644069999999990e+00,1.031931930000000053e+00,5.925821799999999584e-01,4.052414899999999820e-01,3.557795000000000263e-01,3.644498899999999986e-01,3.406187600000000204e-01,2.486712399999999878e-01,1.644061800000000129e-01,1.019344499999999959e-01
9.756479599999999808e-01,1.118525610000000059e+00,1.511892980000000053e+00,1.611510790000000082e+00,1.041452940000000105e+00,9.723891900000000144e-01,1.105402809999999958e+00,1.220779220000000054e+00,7.560208699999999560e-01,4.848806199999999844e-01,4.199788799999999989e-01,4.085361499999999868e-01,3.578636800000000173e-01,2.757905999999999969e-01,1.772881699999999949e-01,1.054193900000000017e-01
9.599646099999999960e-01,1.224833690000000086e+00,1.668463220000000025e+00,1.738131920000000052e+00,1.075966540000000027e+00,9.225119699999999590e-01,1.000738270000000041e+00,1.191890050000000034e+00,8.627451000000000425e-01,6.289308200000000015e-01,4.878651800000000094e-01,4.340225500000000070e-01,3.781544700000000203e-01,3.111123299999999925e-01,2.070053599999999994e-01,1.170529599999999976e-01
7.960057099999999775e-01,1.007188530000000082e+00,1.248215099999999911e+00,1.312225189999999930e+00,9.218021800000000265e-01,8.013910400000000545e-01,7.664853299999999647e-01,8.561606299999999781e-01,7.044025200000000320e-01,5.490196099999999912e-01,4.461780599999999875e-01,3.826073600000000074e-01,3.518629899999999866e-01,2.978832699999999778e-01,2.148354299999999939e-01,1.203247699999999976e-01
