1.789473684210530102e+00,1.197368421052630083e+00,8.223684210526319704e-01,6.776315789473680296e-01,8.684210526315789824e-01,1.019736842105259944e+00,8.026315789473680296e-01,8.486842105263160407e-01,6.052631578947369473e-01,3.552631578947370028e-01,4.802631578947370028e-01,2.434210526315790102e-01,3.157894736842110084e-01,2.236842105263160130e-01,1.315789473684209898e-01,2.171052631578949954e-01
2.096774193548390119e+00,9.435483870967740216e+00,4.145161290322580072e+00,5.967741935483870108e-01,6.129032258064519567e-01,9.032258064516129892e-01,1.145161290322580072e+00,1.467741935483870108e+00,1.016129032258060061e+00,7.258064516129030253e-01,5.322580645161290036e-01,2.096774193548389953e-01,3.064516129032259784e-01,1.774193548387099917e-01,1.290322580645159867e-01,1.612903225806449903e-01
1.758620689655169933e+00,3.706896551724140121e+00,9.862068965517240215e+00,2.810344827586209959e+00,6.206896551724140343e-01,9.655172413793100539e-01,1.224137931034479987e+00,1.879310344827590074e+00,1.206896551724139899e+00,7.586206896551720424e-01,6.724137931034479543e-01,3.275862068965519902e-01,2.931034482758619886e-01,2.413793103448280131e-01,5.172413793103450286e-02,2.758620689655170155e-01
1.526315789473680073e+00,5.526315789473680296e-01,3.105263157894739834e+00,8.947368421052630083e+00,1.368421052631580093e+00,1.026315789473680073e+00,6.052631578947369473e-01,1.921052631578950010e+00,1.157894736842109973e+00,1.052631578947369917e+00,8.947368421052630527e-01,2.105263157894740056e-01,2.631578947368419796e-01,2.631578947368419796e-01,1.052631578947370028e-01,1.842105263157889916e-01
1.750000000000000000e+00,9.749999999999999778e-01,7.249999999999999778e-01,1.675000000000000044e+00,1.475000000000000089e+00,1.425000000000000044e+00,9.250000000000000444e-01,8.499999999999999778e-01,8.249999999999999556e-01,7.249999999999999778e-01,9.000000000000000222e-01,3.750000000000000000e-01,5.250000000000000222e-01,2.000000000000000111e-01,1.499999999999999944e-01,1.000000000000000056e-01
1.692307692307690070e+00,8.846153846153850253e-01,7.307692307692309486e-01,6.538461538461539657e-01,8.269230769230769829e-01,1.250000000000000000e+00,1.403846153846149969e+00,1.057692307692309930e+00,8.653846153846149747e-01,6.730769230769230171e-01,8.846153846153850253e-01,2.692307692307689959e-01,4.038461538461540212e-01,2.307692307692310041e-01,1.153846153846150024e-01,2.307692307692310041e-01
1.657894736842109973e+00,8.421052631578950232e-01,7.631578947368420351e-01,6.842105263157890471e-01,1.000000000000000000e+00,1.447368421052630083e+00,1.078947368421049990e+00,1.078947368421049990e+00,7.894736842105259944e-01,3.421052631578950232e-01,5.263157894736839593e-01,2.894736842105259944e-01,4.473684210526320260e-01,3.157894736842110084e-01,1.842105263157889916e-01,2.894736842105259944e-01
1.658536585365850025e+00,7.804878048780490296e-01,1.243902439024390016e+00,9.024390243902440378e-01,8.292682926829270107e-01,9.512195121951220189e-01,1.024390243902439934e+00,1.487804878048780033e+00,1.219512195121950082e+00,6.829268292682929564e-01,4.878048780487799774e-01,3.170731707317069881e-01,5.365853658536590132e-01,3.170731707317069881e-01,2.195121951219509981e-01,3.170731707317069881e-01
1.600000000000000089e+00,6.666666666666669627e-01,6.333333333333329707e-01,9.666666666666670071e-01,8.333333333333330373e-01,4.333333333333330151e-01,4.666666666666670071e-01,7.333333333333329485e-01,6.999999999999999556e-01,6.333333333333329707e-01,5.666666666666669849e-01,2.333333333333330040e-01,4.000000000000000222e-01,1.666666666666669905e-01,1.333333333333329984e-01,4.000000000000000222e-01
1.470588235294119972e+00,8.823529411764710062e-01,5.882352941176469674e-01,5.882352941176469674e-01,1.176470588235289938e+00,1.058823529411760056e+00,1.117647058823530104e+00,1.764705882352940014e+00,1.058823529411760056e+00,1.235294117647059986e+00,6.470588235294120194e-01,9.411764705882349480e-01,4.117647058823529771e-01,4.117647058823529771e-01,1.764705882352939903e-01,3.529411764705879806e-01
1.521739130434780041e+00,4.782608695652170172e-01,6.521739130434780485e-01,6.086956521739129711e-01,1.391304347826090027e+00,1.217391304347829939e+00,1.130434782608700006e+00,1.000000000000000000e+00,1.043478260869570073e+00,8.695652173913039906e-01,8.260869565217390242e-01,6.956521739130430149e-01,3.478260869565220070e-01,8.260869565217390242e-01,3.478260869565220070e-01,4.782608695652170172e-01
1.600000000000000089e+00,1.000000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,1.000000000000000000e+00,1.199999999999999956e+00,5.999999999999999778e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,5.999999999999999778e-01
1.416666666666670071e+00,5.000000000000000000e-01,4.166666666666670182e-01,4.166666666666670182e-01,1.000000000000000000e+00,1.500000000000000000e+00,1.166666666666670071e+00,7.500000000000000000e-01,5.833333333333330373e-01,5.000000000000000000e-01,1.083333333333329929e+00,6.666666666666669627e-01,5.000000000000000000e-01,5.833333333333330373e-01,4.166666666666670182e-01,5.000000000000000000e-01
1.703375271127050006e+00,4.697133700397649880e-01,7.455302271905670519e-01,9.653590000278079453e-01,4.621994139484439934e-01,8.834386557659680284e-01,4.546854578571229988e-01,1.483546498289809890e+00,6.970560989683269870e-01,7.530441832818890457e-01,6.410680146547650393e-01,2.758168571508020084e-01,3.652511575039629754e-01,5.441197582102830221e-01,0.000000000000000000e+00,9.694825644448150370e-02
1.703375271127050006e+00,4.697133700397649880e-01,7.455302271905670519e-01,9.653590000278079453e-01,4.621994139484439934e-01,8.834386557659680284e-01,4.546854578571229988e-01,1.483546498289809890e+00,6.970560989683269870e-01,7.530441832818890457e-01,6.410680146547650393e-01,2.758168571508020084e-01,3.652511575039629754e-01,5.441197582102830221e-01,0.000000000000000000e+00,9.694825644448150370e-02
1.703375271127050006e+00,4.697133700397649880e-01,7.455302271905670519e-01,9.653590000278079453e-01,4.621994139484439934e-01,8.834386557659680284e-01,4.546854578571229988e-01,1.483546498289809890e+00,6.970560989683269870e-01,7.530441832818890457e-01,6.410680146547650393e-01,2.758168571508020084e-01,3.652511575039629754e-01,5.441197582102830221e-01,0.000000000000000000e+00,9.694825644448150370e-02
