2.336734693877549951e+00,1.051020408163269915e+00,4.795918367346940214e-01,1.836734693877550006e-01,3.469387755102040227e-01,7.857142857142860315e-01,1.295918367346940103e+00,1.448979591836730085e+00,8.265306122448979886e-01,3.673469387755100013e-01,3.265306122448979886e-01,3.265306122448979886e-01,3.979591836734689969e-01,2.346938775510200026e-01,1.224489795918369955e-01,1.530612244897960050e-01
8.842105263157890027e-01,8.757894736842109396e+00,1.757894736842110062e+00,5.157894736842110195e-01,2.421052631578949899e-01,7.789473684210530546e-01,9.368421052631580315e-01,1.789473684210530102e+00,1.294736842105260077e+00,5.684210526315790490e-01,3.684210526315789824e-01,3.263157894736840037e-01,2.421052631578949899e-01,1.157894736842109973e-01,8.421052631578949954e-02,1.894736842105259889e-01
2.053571428571429880e-01,1.714285714285709972e+00,1.165178571428569931e+01,2.321428571428569843e+00,3.660714285714289917e-01,3.571428571428569843e-01,6.607142857142860315e-01,1.142857142857139907e+00,1.598214285714290028e+00,1.017857142857139907e+00,4.285714285714289917e-01,3.125000000000000000e-01,1.607142857142860037e-01,2.142857142857139963e-01,1.250000000000000000e-01,1.607142857142860037e-01
1.944444444444440034e-01,2.500000000000000000e-01,1.638888888888889950e+00,1.177777777777779988e+01,2.129629629629630205e+00,9.166666666666669627e-01,7.777777777777780122e-01,9.444444444444439757e-01,1.361111111111110050e+00,1.361111111111110050e+00,6.944444444444439757e-01,3.981481481481479734e-01,1.296296296296300110e-01,1.018518518518519989e-01,1.111111111111109939e-01,1.666666666666669905e-01
1.111111111111109939e-01,2.222222222222219878e-01,4.259259259259259855e-01,2.888888888888890172e+00,3.777777777777779900e+00,2.314814814814809996e+00,1.481481481481480067e+00,1.407407407407410105e+00,1.185185185185190004e+00,1.666666666666670071e+00,1.277777777777779900e+00,5.185185185185180456e-01,2.407407407407410049e-01,2.037037037037039977e-01,2.222222222222219878e-01,2.037037037037039977e-01
7.605633802816900157e-01,1.239436619718309984e+00,9.577464788732390488e-01,1.450704225352110077e+00,1.802816901408450079e+00,3.084507042253520126e+00,2.169014084507039808e+00,1.901408450704229924e+00,1.408450704225350014e+00,1.112676056338030017e+00,1.380281690140849893e+00,1.056338028169010013e+00,5.352112676056339780e-01,2.676056338028169890e-01,1.830985915492960026e-01,3.943661971830990098e-01
1.478260869565219959e+00,2.239130434782610202e+00,1.239130434782609980e+00,6.956521739130430149e-01,8.478260869565219515e-01,2.478260869565219959e+00,3.478260869565219959e+00,3.108695652173909973e+00,2.478260869565219959e+00,1.478260869565219959e+00,1.239130434782609980e+00,7.826086956521739468e-01,2.826086956521740023e-01,4.130434782608700117e-01,1.956521739130429871e-01,2.826086956521740023e-01
7.241379310344829845e-01,1.086206896551719980e+00,6.206896551724140343e-01,3.620689655172409926e-01,6.379310344827590074e-01,1.137931034482760007e+00,1.724137931034479987e+00,2.586206896551720202e+00,2.362068965517240215e+00,1.844827586206899905e+00,1.000000000000000000e+00,7.413793103448279576e-01,6.206896551724140343e-01,3.103448275862070171e-01,2.068965517241380114e-01,5.172413793103450286e-02
7.941176470588230396e-01,1.161764705882349924e+00,1.529411764705880028e+00,1.382352941176469896e+00,6.617647058823530326e-01,1.441176470588239944e+00,2.558823529411760056e+00,2.720588235294119972e+00,3.544117647058819820e+00,2.367647058823529882e+00,1.367647058823530104e+00,6.176470588235289938e-01,4.558823529411760167e-01,5.000000000000000000e-01,2.794117647058820264e-01,4.411764705882350035e-01
6.119402985074630097e-01,2.835820895522390139e-01,6.567164179104479915e-01,1.865671641791039947e+00,1.343283582089549899e+00,1.298507462686570024e+00,1.805970149253729895e+00,1.746268656716420065e+00,1.626865671641789968e+00,2.462686567164180218e+00,2.029850746268659911e+00,7.761194029850749798e-01,4.626865671641789968e-01,3.582089552238810204e-01,2.835820895522390139e-01,6.417910447761190351e-01
2.698412698412699928e-01,1.015873015873020035e+00,5.396825396825399856e-01,4.603174603174600144e-01,7.936507936507940508e-01,1.523809523809519950e+00,1.650793650793650036e+00,1.634920634920630000e+00,1.904761904761899993e+00,1.968253968253969921e+00,2.126984126984130086e+00,1.190476190476190022e+00,6.666666666666669627e-01,3.333333333333329818e-01,2.698412698412699928e-01,1.126984126984130086e+00
4.675324675324680213e-01,4.415584415584419831e-01,1.558441558441560071e-01,1.441558441558439929e+00,5.714285714285709528e-01,1.246753246753250055e+00,1.285714285714290028e+00,1.025974025974029979e+00,1.090909090909089940e+00,1.038961038961039973e+00,1.064935064935059961e+00,1.090909090909089940e+00,6.493506493506490118e-01,4.285714285714289917e-01,2.597402597402599933e-01,3.766233766233770264e-01
5.230769230769229949e-01,3.538461538461539768e-01,1.538461538461539935e-01,2.769230769230769940e-01,5.230769230769229949e-01,9.076923076923080203e-01,1.399999999999999911e+00,1.276923076923079936e+00,1.138461538461539968e+00,8.000000000000000444e-01,9.384615384615380140e-01,9.538461538461540101e-01,1.123076923076919975e+00,8.000000000000000444e-01,6.307692307692309708e-01,4.769230769230770051e-01
2.413793103448280131e-01,1.724137931034480098e-01,6.896551724137929551e-02,1.034482758620690057e-01,3.103448275862070171e-01,6.896551724137930384e-01,1.034482758620689946e+00,1.413793103448280020e+00,1.172413793103449953e+00,6.896551724137930384e-01,9.310344827586209959e-01,1.068965517241379892e+00,1.068965517241379892e+00,1.172413793103449953e+00,4.137931034482760229e-01,5.172413793103449731e-01
0.000000000000000000e+00,1.363636363636359927e-01,2.272727272727269876e-01,2.727272727272729846e-01,4.545454545454549744e-02,3.181818181818180102e-01,4.545454545454549744e-01,5.000000000000000000e-01,8.181818181818180102e-01,5.454545454545449701e-01,3.181818181818180102e-01,2.727272727272729846e-01,5.454545454545449701e-01,4.090909090909090051e-01,8.636363636363639795e-01,6.818181818181819898e-01
1.111111111111109939e-01,2.777777777777780122e-01,1.111111111111109939e-01,5.555555555555560104e-02,2.222222222222219878e-01,3.333333333333329818e-01,4.444444444444439757e-01,5.000000000000000000e-01,4.444444444444439757e-01,2.777777777777780122e-01,3.888888888888890061e-01,5.000000000000000000e-01,6.666666666666669627e-01,7.777777777777780122e-01,1.166666666666670071e+00,8.333333333333330373e-01
