Date_reported,Cumulative_deaths,New_deaths,New_deaths_7_day_rolling_average,New_deaths_21_day_rolling_average
19/04/2022,6218533,1779,2541.428571,2682.190476
20/04/2022,6221170,2637,2498.428571,2615.142857
21/04/2022,6223907,2737,2452.714286,2559.761905
22/04/2022,6226999,3092,2411.142857,2521.666667
23/04/2022,6229612,2613,2615.714286,2480.380952
24/04/2022,6231890,2278,2554.571429,2427.285714
25/04/2022,6233632,1742,2525.571429,2370.095238
26/04/2022,6236843,3211,2478.428571,2327.333333
27/04/2022,6239052,2209,2384.714286,2276.809524
28/04/2022,6241586,2534,2379.285714,2235.761905
29/04/2022,6244348,2762,2375.428571,2202.52381
30/04/2022,6246305,1957,2138.857143,2173.095238
01/05/2022,6248545,2240,2066.285714,2124.714286
02/05/2022,6250260,1715,2043,2087.333333
03/05/2022,6251815,1555,1962.142857,2030.52381
04/05/2022,6253516,1701,1947.285714,1984.095238
05/05/2022,6255887,2371,1875.285714,1951.52381
06/05/2022,6258083,2196,1821,1926.047619
07/05/2022,6259936,1853,1764.714286,1828.47619
08/05/2022,6261672,1736,1753.285714,1801.190476
09/05/2022,6263007,1335,1693.428571,1765.857143
10/05/2022,6264168,1161,1651,1716.619048
11/05/2022,6265789,1621,1620.285714,1687.428571
12/05/2022,6267741,1952,1600,1653.380952
13/05/2022,6269640,1899,1581.714286,1618.619048
14/05/2022,6271278,1638,1581.857143,1597.904762
15/05/2022,6272872,1594,1584,1588.428571
16/05/2022,6274079,1207,1561.142857,1560.428571
17/05/2022,6275241,1162,1536.714286,1541.571429
18/05/2022,6276877,1636,1494.714286,1523.095238
19/05/2022,6278669,1792,1484.857143,1513.809524
20/05/2022,6280397,1728,1453.142857,1499.095238
21/05/2022,6281741,1344,1447.142857,1489.809524
22/05/2022,6283266,1525,1428,1462.714286
23/05/2022,6284251,985,1426.714286,1440.047619
24/05/2022,6285371,1120,1437,1425.428571
25/05/2022,6286873,1502,1454.285714,1410.428571
26/05/2022,6288656,1783,1456.571429,1396.333333
27/05/2022,6290456,1800,1462.428571,1380.095238
28/05/2022,6291921,1465,1440.428571,1366.238095
29/05/2022,6293462,1541,1376.142857,1348.190476
30/05/2022,6294488,1026,1332.285714,1342.619048
31/05/2022,6295454,966,1302.571429,1348.666667
01/06/2022,6296506,1052,1282.285714,1343.571429
02/06/2022,6297982,1476,1247.571429,1333.190476
03/06/2022,6299574,1592,1224.714286,1326.904762
04/06/2022,6300897,1323,1211.142857,1309.428571
05/06/2022,6302195,1298,1240.428571,1290.333333
06/06/2022,6303061,866,1268.857143,1274.571429
07/06/2022,6303932,871,1306.428571,1267.47619
08/06/2022,6305189,1257,1294.142857,1274.285714
09/06/2022,6306864,1675,1295.428571,1259
10/06/2022,6308719,1855,1293.571429,1250.190476
11/06/2022,6309956,1237,1276.714286,1250.190476
12/06/2022,6311263,1307,1254.428571,1253.52381
13/06/2022,6312116,853,1222.571429,1257.952381
14/06/2022,6312869,753,1193.428571,1256.190476
15/06/2022,6313970,1101,1246.428571,1288.52381
16/06/2022,6315422,1452,1234,1296.52381
17/06/2022,6317073,1651,1232.285714,1301.095238
18/06/2022,6318681,1608,1262.714286,1294.761905
19/06/2022,6319901,1220,1265.714286,1300
20/06/2022,6320742,841,1282.428571,1293.238095
21/06/2022,6321708,966,1268.714286,1278.714286
22/06/2022,6322830,1122,1325,1313.428571
23/06/2022,6324399,1569,1360.142857,1316.428571
24/06/2022,6325954,1555,1377.428571,1315.761905
25/06/2022,6327956,2002,1344.857143,1313.809524
26/06/2022,6329422,1466,1379.857143,1317.47619
27/06/2022,6330384,962,1374.714286,1310.75
28/06/2022,6331122,738,1374,1292.842105
29/06/2022,6332489,1367,1368.857143,1275.333333
30/06/2022,6334022,1533,1355.142857,1278.588235
01/07/2022,6335572,1550,1337.571429,1305.9375
02/07/2022,6337538,1966,1333.857143,949
03/07/2022,6338908,1370,1306.857143,1253.8
04/07/2022,6339747,839,1269.166667,1231.285714
05/07/2022,6340459,712,1213,1206.384615
06/07/2022,6341637,1178,1024.75,1140.083333
