name,id,iso,population_size,vaccine_hesitant,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Lesotho,101,LS,2125267,0.663,0.02536,0.02445,0.023639,0.022923,0.022648,0.021985,0.021422,0.020957,0.020585,0.020278,0.020007,0.01989,0.01997,0.020171,0.020386,0.020651,0.020757,0.020591,0.020252,0.01994,0.01961,0.01932,0.019118,0.018965,0.018774,0.018561,0.018325,0.018056,0.017758,0.017443,0.017104,0.01675,0.016386,0.016001,0.015597,0.015186,0.01469,0.014077,0.013388,0.012706,0.012023,0.011361,0.010744,0.010167,0.009598,0.00904,0.008556,0.008173,0.007865,0.007576,0.007305,0.007079,0.0069,0.006754,0.006622,0.006508,0.006371,0.00619,0.005979,0.005777,0.00558,0.00536,0.005112,0.004846,0.00458,0.004309,0.00405,0.003815,0.003596,0.003377,0.003161,0.002944,0.002721,0.002496,0.00228,0.00207,0.001875,0.001698,0.001537,0.001382,0.001235,0.001098,0.000973,0.000856,0.000749,0.000651,0.000557,0.000463,0.000372,0.000279,0.000205,0.000163,0.000121,8.00E-05,4.80E-05,3.30E-05,2.50E-05,1.80E-05,9.00E-06,4.00E-06,5.00E-06
Liberia,102,LR,4937374,0.7906,0.03073,0.030109,0.029534,0.028997,0.028512,0.028043,0.02759,0.027145,0.026702,0.02626,0.025818,0.025343,0.024817,0.024251,0.023678,0.023099,0.022469,0.021774,0.021033,0.020299,0.019575,0.018834,0.01807,0.017306,0.016561,0.015814,0.015197,0.014769,0.014471,0.014174,0.013898,0.013621,0.013318,0.012997,0.012697,0.012415,0.012091,0.011698,0.011261,0.010832,0.0104,0.009982,0.009589,0.009214,0.008838,0.008467,0.008104,0.007751,0.007409,0.007075,0.00675,0.006443,0.006162,0.0059,0.005645,0.005399,0.005158,0.004919,0.004682,0.004453,0.004228,0.004009,0.003796,0.003586,0.003383,0.003191,0.002985,0.002753,0.00251,0.002276,0.00204,0.001849,0.001728,0.001651,0.001574,0.001508,0.001417,0.001278,0.001113,0.00096,0.000815,0.000682,0.000571,0.000477,0.000385,0.000299,0.000226,0.000171,0.00013,8.90E-05,6.10E-05,4.50E-05,3.10E-05,1.80E-05,9.00E-06,6.00E-06,5.00E-06,3.00E-06,1.00E-06,0,0
Libya,103,LY,6777453,0.8361,0.017501,0.018265,0.018845,0.019258,0.019524,0.019617,0.019606,0.019503,0.019322,0.019076,0.018783,0.018441,0.018056,0.01765,0.017235,0.016805,0.016463,0.016263,0.016166,0.016076,0.01601,0.015982,0.015988,0.016026,0.016085,0.016149,0.016276,0.016487,0.016743,0.016994,0.017259,0.017426,0.017439,0.017348,0.017248,0.017103,0.017008,0.017015,0.017065,0.017058,0.017022,0.016857,0.016505,0.016015,0.015504,0.014954,0.014367,0.013759,0.013127,0.012468,0.011799,0.01108,0.010296,0.009482,0.008682,0.007886,0.007176,0.006599,0.006121,0.005654,0.005208,0.004827,0.004525,0.004279,0.004061,0.003881,0.003675,0.00341,0.003115,0.002847,0.002586,0.002376,0.002241,0.002155,0.002069,0.001995,0.001896,0.00175,0.001575,0.001414,0.00126,0.001111,0.000972,0.000841,0.000715,0.000592,0.000484,0.000394,0.00032,0.000244,0.000185,0.000148,0.000111,7.30E-05,4.70E-05,3.60E-05,2.80E-05,1.90E-05,1.00E-05,4.00E-06,4.00E-06
Lithuania,104,LT,2759631,0.3034,0.008787,0.010119,0.011044,0.011609,0.01178,0.011621,0.011312,0.010891,0.010401,0.009829,0.009168,0.008708,0.008588,0.0087,0.008804,0.008957,0.009104,0.009196,0.009281,0.009412,0.009524,0.009883,0.010609,0.011548,0.01243,0.013321,0.013958,0.01419,0.014132,0.014096,0.014071,0.013847,0.013368,0.012742,0.012119,0.01146,0.011027,0.010964,0.011159,0.011323,0.01147,0.011769,0.012262,0.012862,0.013494,0.014235,0.014643,0.014509,0.014058,0.013643,0.013095,0.013043,0.013805,0.015034,0.016128,0.017281,0.017831,0.017411,0.016368,0.01539,0.014309,0.013483,0.013152,0.013112,0.01297,0.012861,0.012479,0.011652,0.010571,0.009558,0.008489,0.00782,0.00779,0.008158,0.008457,0.008803,0.008914,0.008613,0.008045,0.007535,0.007019,0.006533,0.006125,0.005761,0.005366,0.004962,0.004526,0.00404,0.003527,0.002992,0.00256,0.002204,0.00177,0.001259,0.000896,0.000737,0.000597,0.000425,0.000221,0.000135,0.000159
Luxembourg,105,LU,615730,0.2732,0.010612,0.01073,0.010787,0.010789,0.01082,0.01069,0.010557,0.010425,0.010306,0.010196,0.01009,0.010064,0.010155,0.010331,0.010519,0.01073,0.010979,0.011261,0.011573,0.011901,0.012244,0.012593,0.012944,0.013293,0.013637,0.013977,0.014294,0.014576,0.014825,0.015055,0.015257,0.015432,0.015578,0.015689,0.015786,0.015887,0.015872,0.015695,0.015422,0.015154,0.014857,0.014695,0.014753,0.014951,0.015111,0.015252,0.015396,0.015528,0.015637,0.015731,0.015819,0.015772,0.015538,0.015166,0.014779,0.01436,0.013909,0.013438,0.012949,0.012437,0.011909,0.011383,0.010878,0.010388,0.009894,0.009389,0.008945,0.008591,0.008296,0.008005,0.007739,0.007412,0.006982,0.006493,0.006027,0.005563,0.005176,0.004913,0.004728,0.004533,0.004346,0.004153,0.003942,0.003719,0.003506,0.00331,0.003063,0.002733,0.002357,0.001955,0.001629,0.001393,0.001111,0.000781,0.000547,0.000448,0.000365,0.000265,0.000146,7.80E-05,0.000102
Macao,106,MO,640446,0.1893,0.010646,0.011123,0.01135,0.011356,0.011138,0.010777,0.010316,0.009781,0.009205,0.008611,0.008019,0.007496,0.007076,0.006775,0.006531,0.006319,0.006441,0.007031,0.007949,0.008909,0.00996,0.011019,0.01201,0.012968,0.01395,0.014879,0.015931,0.017171,0.018472,0.019652,0.020775,0.021474,0.021569,0.021215,0.020851,0.020501,0.019753,0.018489,0.016938,0.015381,0.013672,0.012676,0.01283,0.013714,0.014515,0.015442,0.01599,0.015834,0.015261,0.014812,0.014315,0.014165,0.014601,0.015369,0.016023,0.016685,0.016985,0.016702,0.016029,0.015377,0.014662,0.01397,0.01338,0.012841,0.012223,0.011569,0.010836,0.010004,0.009109,0.00823,0.007376,0.006522,0.005666,0.004842,0.004047,0.003257,0.002676,0.002398,0.002327,0.002264,0.002253,0.002209,0.002077,0.001891,0.001749,0.001635,0.001508,0.001358,0.001194,0.001026,0.000893,0.000779,0.000637,0.000465,0.000342,0.000284,0.000234,0.000175,0.000108,6.60E-05,0.000111
Madagascar,107,MG,26969306,0.963,0.03152,0.030598,0.02976,0.028998,0.02828,0.027681,0.027124,0.026602,0.026108,0.025642,0.025201,0.024754,0.024283,0.023798,0.023319,0.022833,0.022357,0.0219,0.021444,0.02098,0.020521,0.019983,0.019329,0.0186,0.017883,0.017163,0.016474,0.015842,0.015253,0.014667,0.014088,0.013554,0.013077,0.012645,0.012226,0.011822,0.011444,0.011093,0.010762,0.010444,0.010142,0.00982,0.009461,0.00908,0.008711,0.008349,0.007997,0.00766,0.007335,0.007014,0.006699,0.006399,0.006119,0.005853,0.005594,0.005342,0.0051,0.004866,0.004639,0.004417,0.004198,0.003985,0.003778,0.003575,0.003376,0.003189,0.002976,0.002722,0.002445,0.00218,0.001916,0.001692,0.00153,0.001411,0.001293,0.001185,0.001082,0.000976,0.000872,0.00078,0.000697,0.000617,0.000538,0.00046,0.000389,0.000324,0.000266,0.000217,0.000175,0.000133,0.000101,8.00E-05,6.10E-05,4.10E-05,2.80E-05,2.20E-05,1.70E-05,1.20E-05,7.00E-06,3.00E-06,5.00E-06
Malawi,108,MW,18628749,0.9561,0.031775,0.03131,0.030894,0.030516,0.02995,0.029742,0.029511,0.029245,0.028934,0.028599,0.028263,0.027753,0.026991,0.026065,0.025138,0.024175,0.023281,0.022525,0.021859,0.021169,0.020478,0.019798,0.019121,0.018455,0.017802,0.01715,0.016548,0.016019,0.015532,0.015053,0.014605,0.014073,0.013403,0.012654,0.011935,0.011212,0.010593,0.010139,0.009795,0.009445,0.009115,0.008767,0.00837,0.007947,0.007551,0.007173,0.006809,0.006463,0.006133,0.005814,0.005505,0.005211,0.004934,0.004673,0.004422,0.004182,0.003958,0.003753,0.003563,0.003383,0.003215,0.003046,0.00287,0.002693,0.002523,0.002357,0.002213,0.002103,0.002014,0.001926,0.001846,0.001747,0.001616,0.001466,0.001323,0.001184,0.001052,0.000932,0.000823,0.000716,0.000613,0.000519,0.000436,0.000361,0.000293,0.000231,0.000178,0.000137,0.000104,7.30E-05,5.10E-05,3.90E-05,2.70E-05,1.60E-05,9.00E-06,6.00E-06,4.00E-06,3.00E-06,1.00E-06,0,0
Malaysia,109,MY,31949789,0.1979,0.016741,0.016563,0.016374,0.016181,0.016153,0.015888,0.015658,0.015469,0.015327,0.015216,0.015121,0.015155,0.015367,0.015699,0.016037,0.016397,0.016735,0.017017,0.017255,0.017507,0.017767,0.017961,0.018058,0.018089,0.018104,0.018079,0.018094,0.018189,0.018318,0.018389,0.018408,0.018377,0.018284,0.01812,0.017933,0.017765,0.017346,0.016563,0.015562,0.01458,0.013542,0.012763,0.012413,0.012342,0.012228,0.012137,0.011991,0.01172,0.011373,0.011069,0.010779,0.010507,0.010264,0.010038,0.009802,0.009563,0.009306,0.009022,0.008718,0.008412,0.008105,0.007774,0.007411,0.007028,0.006642,0.006246,0.005873,0.00554,0.005231,0.004923,0.00463,0.004298,0.0039,0.00347,0.003058,0.002645,0.002312,0.002099,0.001967,0.001836,0.001723,0.001591,0.001413,0.00121,0.00103,0.000864,0.000715,0.000591,0.000486,0.000379,0.000291,0.000236,0.000182,0.000127,9.10E-05,7.40E-05,6.00E-05,4.40E-05,2.70E-05,1.70E-05,3.00E-05
Maldives,110,MV,530957,0.2939,0.012713,0.013449,0.013975,0.01431,0.014188,0.014334,0.014331,0.014191,0.013937,0.013664,0.013462,0.012973,0.012059,0.010969,0.010037,0.009138,0.009004,0.010018,0.011843,0.013617,0.015335,0.017595,0.020555,0.023861,0.027051,0.03027,0.032496,0.033193,0.032792,0.032355,0.031775,0.03069,0.02907,0.027079,0.024934,0.022599,0.020514,0.018924,0.017681,0.016363,0.015028,0.013913,0.01309,0.012472,0.011912,0.011442,0.010931,0.010302,0.009611,0.008997,0.008423,0.007912,0.007498,0.007147,0.006805,0.006475,0.006166,0.005874,0.005586,0.005319,0.005081,0.004771,0.004343,0.00385,0.003386,0.002929,0.002548,0.00229,0.002121,0.001951,0.001791,0.001688,0.001652,0.001659,0.001678,0.001716,0.001712,0.001635,0.001507,0.00139,0.001279,0.001158,0.00103,0.000896,0.000763,0.000627,0.000509,0.000414,0.000339,0.00026,0.000192,0.000154,0.000117,8.30E-05,6.20E-05,5.30E-05,4.10E-05,3.00E-05,1.90E-05,1.10E-05,1.90E-05
Mali,111,ML,19658023,0.9511,0.038046,0.036926,0.035879,0.034896,0.033932,0.033109,0.032303,0.031502,0.030699,0.029904,0.029128,0.02826,0.027249,0.026148,0.025066,0.023989,0.022929,0.021907,0.020921,0.019946,0.018983,0.018093,0.017303,0.01659,0.015905,0.015256,0.014635,0.014033,0.013455,0.012913,0.012395,0.011931,0.011533,0.011183,0.010847,0.010532,0.010212,0.009868,0.009511,0.009168,0.008833,0.008495,0.008151,0.007804,0.007461,0.007125,0.006779,0.006416,0.006046,0.005687,0.005335,0.005005,0.004704,0.004429,0.004164,0.003908,0.003682,0.003492,0.003329,0.003174,0.003028,0.002896,0.002779,0.002672,0.002571,0.002483,0.002366,0.002202,0.00201,0.001825,0.001638,0.00148,0.001368,0.001287,0.001203,0.001127,0.001035,0.000914,0.000778,0.000653,0.000531,0.000428,0.000351,0.000294,0.00024,0.000191,0.000149,0.000114,8.60E-05,6.10E-05,4.40E-05,3.30E-05,2.30E-05,1.40E-05,8.00E-06,6.00E-06,4.00E-06,3.00E-06,1.00E-06,0,0
Malta,112,MT,440377,0.0938,0.009639,0.009808,0.009907,0.009946,0.009876,0.00983,0.009755,0.00966,0.009551,0.00944,0.009337,0.009242,0.009154,0.00909,0.009049,0.00902,0.009131,0.009442,0.009889,0.010343,0.010818,0.011308,0.011804,0.012296,0.012789,0.01328,0.013718,0.014072,0.01436,0.014628,0.014876,0.01503,0.015064,0.015008,0.014926,0.014799,0.014683,0.014612,0.014563,0.014474,0.014365,0.014208,0.013988,0.01372,0.013466,0.013245,0.012953,0.012548,0.012101,0.011685,0.011249,0.011066,0.011261,0.011701,0.012115,0.012542,0.012928,0.013216,0.013423,0.013654,0.013922,0.014004,0.013802,0.013425,0.013021,0.012498,0.012244,0.012444,0.012893,0.013243,0.013636,0.013541,0.012676,0.011329,0.010046,0.00869,0.007612,0.007014,0.006735,0.006376,0.006024,0.005636,0.005155,0.004619,0.004137,0.003692,0.003256,0.002832,0.002423,0.002001,0.001651,0.001406,0.001133,0.000836,0.000631,0.000536,0.000441,0.000327,0.000188,0.000111,0.000163
Martinique,113,MQ,375557,0.4129,0.011122,0.01006,0.009351,0.008947,0.008467,0.008824,0.00929,0.009841,0.01044,0.011096,0.011817,0.012376,0.012656,0.012746,0.012824,0.012821,0.012888,0.013098,0.013356,0.013551,0.013782,0.013606,0.012821,0.011668,0.010568,0.009399,0.008606,0.00843,0.008667,0.008846,0.009064,0.009216,0.009202,0.009098,0.009088,0.009157,0.009213,0.009242,0.009274,0.009351,0.009423,0.009727,0.010363,0.011218,0.012054,0.012914,0.0137,0.014336,0.014863,0.015382,0.015859,0.016293,0.016687,0.017023,0.017289,0.017523,0.017534,0.017238,0.01673,0.016192,0.015588,0.015034,0.01461,0.014259,0.013851,0.013409,0.012962,0.012509,0.012051,0.011593,0.011157,0.010648,0.010036,0.009367,0.00872,0.008052,0.007517,0.007187,0.006992,0.006777,0.006574,0.006329,0.005991,0.005597,0.005224,0.00487,0.004465,0.003975,0.003443,0.002878,0.002375,0.002042,0.001693,0.001321,0.001065,0.000932,0.000788,0.000615,0.000413,0.000285,0.00058
Mauritania,114,MR,4525698,0.777,0.031104,0.030592,0.030027,0.029416,0.028895,0.028155,0.027407,0.026656,0.025908,0.025164,0.024422,0.023718,0.023072,0.022471,0.021881,0.021309,0.020762,0.020241,0.019745,0.019268,0.018811,0.018372,0.017949,0.017541,0.017144,0.016751,0.016388,0.016065,0.015766,0.015464,0.015169,0.014832,0.014426,0.013974,0.013528,0.013079,0.012626,0.012175,0.011725,0.011273,0.010822,0.010378,0.009946,0.009526,0.009112,0.008704,0.008317,0.007955,0.007613,0.007279,0.006956,0.006645,0.006346,0.006057,0.005777,0.005505,0.005241,0.004983,0.004731,0.004486,0.004251,0.004012,0.003761,0.003506,0.00326,0.003019,0.002796,0.002599,0.002422,0.002249,0.002084,0.001925,0.001771,0.001621,0.00148,0.001347,0.001217,0.00109,0.000966,0.00085,0.000741,0.000639,0.000547,0.000463,0.000386,0.000314,0.000252,0.000201,0.000159,0.000119,8.80E-05,6.90E-05,5.10E-05,3.30E-05,2.10E-05,1.60E-05,1.20E-05,8.00E-06,4.00E-06,2.00E-06,2.00E-06
Mauritius,115,MU,1269670,0.2382,0.010282,0.010133,0.010088,0.010138,0.010384,0.010552,0.010788,0.011084,0.011431,0.011805,0.012189,0.012632,0.013151,0.013699,0.014246,0.014835,0.015199,0.01522,0.015026,0.014832,0.014546,0.014498,0.014857,0.015443,0.015951,0.016494,0.016678,0.016295,0.015557,0.014892,0.014218,0.013703,0.013478,0.013461,0.013385,0.01324,0.013355,0.013852,0.014558,0.015245,0.016034,0.016343,0.015886,0.014956,0.014114,0.013224,0.012637,0.01258,0.012869,0.013063,0.013219,0.013438,0.013717,0.014008,0.014301,0.014632,0.01469,0.014331,0.013699,0.013073,0.012384,0.011806,0.011448,0.011219,0.01092,0.010598,0.0102,0.009678,0.009073,0.008485,0.007912,0.007289,0.006598,0.005879,0.005173,0.004459,0.003881,0.003514,0.003287,0.003061,0.002868,0.002657,0.002392,0.0021,0.001845,0.001614,0.001396,0.001195,0.00101,0.000822,0.000667,0.000561,0.00045,0.000334,0.000254,0.000215,0.000178,0.000132,8.00E-05,5.00E-05,8.30E-05
Mayotte,116,YT,266153,0.4129,0.027368,0.02706,0.026857,0.02674,0.026244,0.026473,0.026661,0.026789,0.026849,0.026864,0.026872,0.026601,0.025932,0.025001,0.024046,0.023006,0.022085,0.021394,0.020845,0.020248,0.019677,0.018936,0.017922,0.016754,0.015656,0.014544,0.013714,0.013331,0.013237,0.013132,0.013083,0.012989,0.012767,0.012485,0.012245,0.012019,0.011847,0.01176,0.011715,0.011651,0.011587,0.011418,0.011095,0.010667,0.010235,0.009803,0.009337,0.008848,0.008352,0.007845,0.00733,0.006868,0.006489,0.006169,0.00585,0.005549,0.00526,0.004975,0.0047,0.004441,0.004193,0.003968,0.00378,0.003611,0.003449,0.003299,0.003141,0.002957,0.002758,0.00257,0.002386,0.002221,0.002085,0.001965,0.001845,0.00174,0.001619,0.001488,0.001353,0.001221,0.00109,0.000977,0.000875,0.000785,0.000699,0.00062,0.000541,0.00047,0.000398,0.000331,0.000278,0.000237,0.000192,0.000147,0.000116,9.80E-05,8.60E-05,6.80E-05,4.10E-05,2.60E-05,6.00E-05
Mexico,117,MX,127575529,0.3863,0.016983,0.017176,0.017327,0.01744,0.017618,0.017611,0.017595,0.017571,0.017543,0.017505,0.017451,0.017432,0.017468,0.017536,0.017594,0.017657,0.017669,0.017601,0.017481,0.017357,0.017205,0.017109,0.017112,0.017164,0.017191,0.017223,0.017133,0.016852,0.01645,0.016061,0.015655,0.015304,0.015056,0.014875,0.014677,0.014477,0.014285,0.014099,0.013918,0.013739,0.013552,0.01339,0.013263,0.013151,0.013028,0.012908,0.012715,0.012411,0.012033,0.011655,0.011262,0.010887,0.010551,0.01024,0.009913,0.009582,0.009238,0.008875,0.008501,0.008128,0.007752,0.007391,0.007056,0.006736,0.006417,0.00611,0.005778,0.005405,0.005011,0.00463,0.004251,0.003918,0.003658,0.003446,0.003238,0.003044,0.002841,0.002614,0.002377,0.002156,0.001944,0.001753,0.001591,0.00145,0.001315,0.001189,0.001067,0.000942,0.000819,0.000699,0.000603,0.000524,0.000432,0.000328,0.000255,0.000219,0.000182,0.000139,8.70E-05,5.50E-05,9.90E-05
Micronesia (Federated States of),118,FM,113811,0.4129,0.022072,0.021659,0.021334,0.021088,0.020789,0.020754,0.020745,0.020762,0.020789,0.020842,0.020929,0.020929,0.020815,0.020613,0.020429,0.020209,0.020112,0.020244,0.020481,0.020675,0.020833,0.020868,0.020727,0.020429,0.020121,0.019822,0.019295,0.018469,0.017441,0.016422,0.015359,0.014454,0.013821,0.013391,0.012925,0.012477,0.012081,0.011721,0.011379,0.01108,0.010825,0.010588,0.010368,0.010148,0.009964,0.009788,0.009639,0.009516,0.00941,0.009296,0.009199,0.009085,0.008953,0.008822,0.008663,0.008505,0.008321,0.008136,0.007934,0.007715,0.007486,0.007187,0.006818,0.006388,0.005966,0.005518,0.005061,0.004569,0.004051,0.00355,0.003049,0.002592,0.002197,0.001845,0.00152,0.001204,0.000967,0.000808,0.000729,0.000659,0.000615,0.000571,0.000501,0.000404,0.000334,0.000272,0.000228,0.000185,0.000141,9.70E-05,6.20E-05,5.30E-05,3.50E-05,2.60E-05,1.80E-05,1.80E-05,9.00E-06,9.00E-06,0,0,0
Moldova (the Republic of),119,MD,4043258,0.7369,0.009404,0.009925,0.010334,0.010641,0.010751,0.010929,0.011033,0.011071,0.011053,0.011003,0.010947,0.010815,0.010588,0.010319,0.010085,0.009871,0.009816,0.009997,0.01036,0.010755,0.011189,0.011777,0.012557,0.013471,0.014367,0.015204,0.01618,0.017353,0.018585,0.019741,0.020922,0.021499,0.021168,0.020235,0.019314,0.018285,0.01739,0.016812,0.016433,0.015952,0.015428,0.014936,0.014483,0.014063,0.013693,0.0134,0.013057,0.012612,0.012144,0.011719,0.011246,0.011173,0.011704,0.012598,0.013438,0.014349,0.014877,0.014769,0.014248,0.013751,0.013142,0.012717,0.012654,0.012766,0.012777,0.012836,0.012377,0.01112,0.009385,0.00773,0.005996,0.004746,0.004302,0.004382,0.00438,0.004418,0.004375,0.004131,0.003766,0.003482,0.003245,0.002987,0.002697,0.002389,0.002091,0.001799,0.001531,0.0013,0.001098,0.000886,0.000717,0.000594,0.000458,0.000307,0.000195,0.000145,0.000114,7.90E-05,3.90E-05,1.80E-05,1.90E-05
Mongolia,120,MN,3225166,0.3467,0.022378,0.023304,0.023822,0.023977,0.023917,0.02337,0.022632,0.021744,0.020742,0.019657,0.018515,0.017409,0.016401,0.015495,0.014619,0.013762,0.013202,0.013063,0.013228,0.013441,0.01373,0.014119,0.014585,0.015111,0.015659,0.016185,0.01679,0.017505,0.018236,0.018919,0.019637,0.019867,0.019365,0.018389,0.017435,0.016396,0.015547,0.015072,0.014837,0.014515,0.014161,0.013845,0.013567,0.013313,0.013076,0.012869,0.012594,0.012204,0.011746,0.011293,0.010811,0.010421,0.010186,0.010036,0.009857,0.009693,0.009375,0.008814,0.008099,0.00741,0.006712,0.006077,0.00556,0.005125,0.004683,0.004254,0.003851,0.003473,0.003124,0.002799,0.002491,0.002242,0.00207,0.00195,0.001843,0.001759,0.001656,0.001509,0.001337,0.001184,0.001041,0.000909,0.000794,0.000692,0.000595,0.000505,0.000421,0.000345,0.000277,0.000209,0.000154,0.000122,9.10E-05,6.10E-05,4.00E-05,3.20E-05,2.50E-05,1.80E-05,1.00E-05,5.00E-06,6.00E-06
Montenegro,121,ME,627988,0.5505,0.012058,0.011843,0.011709,0.011645,0.011464,0.011626,0.0118,0.01198,0.012153,0.012336,0.012542,0.012661,0.01265,0.012559,0.01248,0.012386,0.01237,0.012484,0.012682,0.012857,0.013027,0.013191,0.01333,0.013449,0.01358,0.013733,0.013806,0.013765,0.013653,0.013543,0.013389,0.013384,0.013621,0.013997,0.014335,0.01469,0.014862,0.014741,0.01443,0.01414,0.013822,0.013574,0.013457,0.013421,0.013368,0.013339,0.013225,0.012967,0.012637,0.012333,0.011994,0.011889,0.012147,0.012626,0.013066,0.013538,0.013812,0.01375,0.01347,0.013201,0.012863,0.012636,0.012618,0.012702,0.01271,0.012725,0.012443,0.01172,0.010714,0.009742,0.008752,0.007868,0.007191,0.006666,0.006107,0.005519,0.005105,0.004938,0.004922,0.004911,0.004949,0.004825,0.004424,0.00385,0.003325,0.002807,0.002333,0.001943,0.001615,0.001237,0.000922,0.000737,0.000551,0.000358,0.000223,0.000166,0.000129,8.90E-05,4.30E-05,1.80E-05,2.10E-05
Morocco,122,MA,36471766,0.3741,0.017431,0.018132,0.018621,0.018922,0.019305,0.019134,0.018886,0.01858,0.018234,0.017844,0.017408,0.017052,0.016838,0.016718,0.016591,0.016485,0.016365,0.016206,0.016037,0.015887,0.015724,0.01569,0.015849,0.016121,0.016375,0.016654,0.016784,0.016672,0.016404,0.016146,0.015849,0.015626,0.015544,0.015537,0.015487,0.015437,0.015254,0.014864,0.014345,0.013843,0.013328,0.012873,0.012531,0.012265,0.011987,0.011714,0.011467,0.011248,0.011053,0.010867,0.010682,0.010536,0.01044,0.010372,0.010293,0.010212,0.01008,0.009871,0.009603,0.009324,0.009027,0.008689,0.008306,0.007885,0.007458,0.00704,0.006554,0.005972,0.005343,0.004728,0.004095,0.003617,0.003379,0.003298,0.003205,0.003137,0.003025,0.002819,0.002555,0.002324,0.002112,0.001887,0.001647,0.001399,0.001161,0.000927,0.000726,0.000571,0.000453,0.000325,0.000226,0.000173,0.000123,7.60E-05,4.10E-05,2.50E-05,1.90E-05,1.30E-05,6.00E-06,2.00E-06,1.00E-06
Mozambique,123,MZ,30366043,0.5889,0.035034,0.034077,0.033179,0.032333,0.031611,0.030838,0.0301,0.02939,0.028703,0.028033,0.027374,0.026723,0.026077,0.025427,0.024781,0.024153,0.023448,0.022628,0.021736,0.020862,0.019987,0.019158,0.018408,0.017716,0.017028,0.016353,0.015712,0.015109,0.014539,0.013989,0.013454,0.012954,0.012494,0.012063,0.011646,0.011248,0.010831,0.010372,0.009891,0.009428,0.008976,0.008541,0.008131,0.007743,0.007364,0.006996,0.006649,0.006327,0.006027,0.00574,0.005464,0.005207,0.004969,0.004746,0.004535,0.004337,0.00414,0.003937,0.003733,0.003539,0.003351,0.003179,0.003031,0.002899,0.00277,0.002645,0.002517,0.002378,0.002233,0.002094,0.001958,0.00182,0.001678,0.001535,0.001395,0.001258,0.001127,0.001005,0.00089,0.00078,0.000675,0.000578,0.000488,0.000407,0.000331,0.000262,0.000203,0.000156,0.000119,8.20E-05,5.60E-05,4.10E-05,2.90E-05,1.80E-05,9.00E-06,6.00E-06,5.00E-06,3.00E-06,1.00E-06,0,0
Myanmar,124,MM,54045422,0.5924,0.017216,0.016816,0.016557,0.016425,0.016454,0.016533,0.01668,0.016881,0.017124,0.017394,0.017678,0.017963,0.018234,0.018479,0.018712,0.018947,0.019034,0.018904,0.018626,0.018342,0.018028,0.017721,0.017456,0.017217,0.016953,0.016676,0.016414,0.01618,0.015966,0.015755,0.015546,0.015361,0.015207,0.015074,0.014942,0.014811,0.014686,0.014563,0.014439,0.014311,0.01418,0.014025,0.013836,0.01362,0.013394,0.013154,0.012901,0.012634,0.012353,0.01206,0.011761,0.011428,0.011048,0.010639,0.010226,0.009802,0.009405,0.009054,0.008734,0.0084,0.008055,0.007716,0.007384,0.007051,0.00672,0.006407,0.006017,0.005505,0.004926,0.004366,0.003801,0.003328,0.003002,0.002777,0.002549,0.002338,0.002134,0.00192,0.001705,0.001515,0.001345,0.001183,0.001025,0.000874,0.000736,0.00061,0.000497,0.000401,0.000318,0.000236,0.000173,0.000135,9.90E-05,6.50E-05,4.10E-05,3.00E-05,2.40E-05,1.60E-05,9.00E-06,4.00E-06,4.00E-06
Namibia,125,NA,2494524,0.8506,0.02681,0.026967,0.026964,0.026816,0.026496,0.026121,0.025661,0.025131,0.024545,0.023928,0.023301,0.022636,0.02193,0.021224,0.020528,0.019799,0.019334,0.019267,0.019455,0.019613,0.019799,0.019868,0.01972,0.019421,0.019144,0.018862,0.018514,0.018089,0.017604,0.017096,0.01657,0.016001,0.015384,0.014739,0.01409,0.013428,0.012824,0.012317,0.011876,0.011432,0.010994,0.010577,0.010177,0.009792,0.009424,0.009081,0.00871,0.008287,0.00784,0.007411,0.006981,0.006619,0.006359,0.006166,0.005971,0.005789,0.005581,0.005318,0.005024,0.004746,0.004476,0.004209,0.003948,0.003694,0.003445,0.003202,0.002972,0.002758,0.00256,0.002368,0.002182,0.00202,0.00189,0.001783,0.00168,0.001588,0.001486,0.001362,0.001226,0.0011,0.000979,0.000863,0.000753,0.00065,0.000552,0.000458,0.000375,0.000307,0.000251,0.000194,0.000151,0.000122,9.20E-05,6.00E-05,3.40E-05,2.30E-05,1.80E-05,1.20E-05,6.00E-06,2.00E-06,1.00E-06
