name,id,iso,population_size,vaccine_hesitant,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Egypt,51,EG,100388076,0.6792,0.023986,0.025148,0.025823,0.026066,0.02652,0.025686,0.024701,0.023614,0.02247,0.021256,0.019955,0.018928,0.018347,0.018071,0.017777,0.017514,0.017311,0.017144,0.017011,0.016935,0.016917,0.016858,0.016711,0.016517,0.01634,0.016143,0.016039,0.016082,0.016204,0.016292,0.016384,0.016328,0.016041,0.015599,0.015161,0.014697,0.014237,0.013813,0.013407,0.012978,0.012543,0.012088,0.011604,0.011111,0.010628,0.010145,0.009728,0.009412,0.009163,0.008917,0.008681,0.008453,0.008223,0.007993,0.007772,0.007557,0.007331,0.007085,0.006823,0.006566,0.006317,0.006036,0.005707,0.005351,0.004997,0.004627,0.004326,0.004136,0.004012,0.00388,0.00377,0.003577,0.003248,0.002838,0.002453,0.002065,0.001752,0.001558,0.001445,0.001326,0.001219,0.001108,0.000976,0.000835,0.000713,0.000604,0.000505,0.000418,0.00034,0.000263,0.000201,0.000162,0.000124,8.50E-05,5.80E-05,4.60E-05,3.60E-05,2.60E-05,1.40E-05,7.00E-06,9.00E-06
El Salvador,52,SV,6453550,0.3413,0.018102,0.01798,0.017883,0.01781,0.017721,0.01772,0.017735,0.017763,0.017804,0.017864,0.01795,0.01802,0.018054,0.018077,0.018097,0.018075,0.018207,0.01858,0.019082,0.019522,0.019952,0.020166,0.020047,0.019689,0.019328,0.018949,0.018439,0.017776,0.017017,0.01624,0.015429,0.014724,0.014201,0.013809,0.013404,0.013,0.012683,0.012479,0.01235,0.012236,0.012151,0.012019,0.011798,0.01152,0.011262,0.011009,0.010754,0.010501,0.01025,0.009993,0.009729,0.009477,0.009245,0.009022,0.008798,0.008579,0.008339,0.008063,0.007768,0.007475,0.007175,0.006906,0.006689,0.006503,0.006313,0.006133,0.005912,0.005622,0.005293,0.004975,0.004653,0.004376,0.004173,0.004017,0.003854,0.003695,0.003523,0.003325,0.00311,0.002903,0.002703,0.002489,0.002252,0.002003,0.001761,0.001525,0.001303,0.001104,0.000924,0.000733,0.000575,0.000475,0.00037,0.00026,0.000186,0.000152,0.000123,8.80E-05,4.90E-05,2.60E-05,3.30E-05
Equatorial Guinea,53,GQ,1355982,0.8547,0.030329,0.029579,0.028799,0.027994,0.027198,0.026357,0.025507,0.024654,0.023803,0.02299,0.02225,0.021438,0.020497,0.019525,0.018632,0.017749,0.01726,0.017348,0.017825,0.018299,0.018829,0.019328,0.019707,0.02,0.02031,0.02059,0.020832,0.021036,0.021166,0.021222,0.021238,0.020942,0.020207,0.019169,0.018108,0.016992,0.015851,0.014732,0.013637,0.012517,0.011381,0.01037,0.009549,0.008874,0.008215,0.007578,0.007061,0.006696,0.006433,0.006205,0.006038,0.005793,0.005396,0.004912,0.004476,0.004052,0.003712,0.003502,0.003379,0.003252,0.003136,0.00302,0.002892,0.002754,0.002634,0.002529,0.002393,0.002206,0.00199,0.001782,0.001572,0.001397,0.001274,0.001188,0.001101,0.00102,0.000934,0.00083,0.00072,0.00062,0.000526,0.000442,0.000372,0.000313,0.000257,0.000206,0.000163,0.000125,9.40E-05,6.40E-05,4.20E-05,3.10E-05,2.10E-05,1.30E-05,7.00E-06,4.00E-06,3.00E-06,2.00E-06,1.00E-06,0,0
Eritrea,54,ER,3497117,0.4129,0.029697,0.028657,0.027953,0.027531,0.026474,0.027022,0.027545,0.028,0.028346,0.028648,0.028973,0.028735,0.027676,0.026077,0.024515,0.022911,0.0214,0.020121,0.019032,0.017906,0.01673,0.015974,0.015832,0.016091,0.016327,0.016602,0.016793,0.016788,0.01663,0.01651,0.016438,0.016072,0.015277,0.014206,0.013163,0.0121,0.011137,0.010369,0.009752,0.009101,0.008401,0.007964,0.007908,0.008082,0.008257,0.00853,0.00848,0.007889,0.006975,0.006143,0.005279,0.004692,0.004564,0.004728,0.004843,0.004986,0.005024,0.004861,0.004574,0.004335,0.004104,0.003922,0.003823,0.003775,0.003712,0.003644,0.003559,0.003441,0.003298,0.003159,0.003021,0.00286,0.002669,0.002458,0.002247,0.002034,0.00183,0.001642,0.001467,0.001294,0.001125,0.00097,0.000831,0.000706,0.00059,0.000482,0.000389,0.000313,0.000251,0.000192,0.000148,0.000118,9.00E-05,6.10E-05,4.30E-05,3.50E-05,2.70E-05,2.00E-05,1.10E-05,5.00E-06,7.00E-06
Estonia,55,EE,1325649,0.363,0.00994,0.010248,0.010534,0.010792,0.010565,0.010932,0.011227,0.011443,0.011583,0.011671,0.011736,0.011624,0.011272,0.01077,0.010295,0.009847,0.009419,0.009036,0.008732,0.008453,0.008149,0.008253,0.008954,0.010039,0.011086,0.012161,0.013108,0.0138,0.014297,0.014818,0.015362,0.01562,0.015472,0.01506,0.014643,0.01418,0.0138,0.013599,0.013523,0.013384,0.013169,0.013155,0.013446,0.013902,0.014346,0.014892,0.015013,0.014454,0.013492,0.012608,0.011644,0.011139,0.011387,0.012106,0.012732,0.013397,0.013827,0.013832,0.013567,0.013341,0.013058,0.012891,0.012948,0.013108,0.013208,0.01335,0.013113,0.012291,0.011121,0.010001,0.008807,0.007998,0.007832,0.008071,0.008222,0.008379,0.008432,0.008274,0.007968,0.007703,0.007468,0.007092,0.006523,0.005831,0.005141,0.004427,0.0038,0.003329,0.002964,0.002563,0.002271,0.001967,0.001561,0.001061,0.000698,0.000549,0.000441,0.000312,0.000163,8.60E-05,0.000101
Eswatini,56,SZ,1148133,0.7284,0.025865,0.025274,0.024894,0.024697,0.024293,0.024616,0.024955,0.02528,0.025564,0.025839,0.026141,0.026136,0.025679,0.024922,0.024167,0.023355,0.022625,0.022076,0.021641,0.021144,0.020605,0.020113,0.019688,0.0193,0.018921,0.018589,0.018108,0.017388,0.016537,0.015712,0.014836,0.014231,0.014054,0.014136,0.014169,0.014241,0.014078,0.013524,0.012719,0.011961,0.01119,0.010487,0.009924,0.009448,0.008948,0.008455,0.007939,0.007373,0.006788,0.006237,0.005706,0.005247,0.004889,0.004608,0.004345,0.004101,0.003911,0.003781,0.003695,0.003628,0.003581,0.003524,0.003433,0.003324,0.003224,0.003129,0.003031,0.002933,0.00283,0.002724,0.002616,0.002493,0.002344,0.002179,0.002015,0.001848,0.001686,0.001532,0.001386,0.00124,0.001097,0.000961,0.000829,0.000704,0.000584,0.000471,0.000375,0.000297,0.000235,0.000172,0.000124,9.70E-05,7.10E-05,4.60E-05,2.90E-05,2.10E-05,1.70E-05,1.20E-05,6.00E-06,3.00E-06,3.00E-06
Ethiopia,57,ET,112078727,0.8194,0.030712,0.03011,0.029513,0.028925,0.028501,0.027867,0.027262,0.026688,0.026146,0.025624,0.025108,0.024671,0.024343,0.024082,0.023812,0.023539,0.023238,0.022883,0.022479,0.022066,0.021647,0.021125,0.020459,0.019693,0.018927,0.01816,0.017359,0.016525,0.015683,0.014842,0.013984,0.013266,0.012764,0.012403,0.012042,0.011721,0.011338,0.010831,0.010256,0.009721,0.009195,0.008746,0.008418,0.008167,0.007914,0.007678,0.007415,0.007097,0.006746,0.006419,0.006107,0.0058,0.005498,0.005206,0.004921,0.004638,0.004402,0.004235,0.004112,0.003993,0.003889,0.003761,0.003586,0.003384,0.003193,0.003004,0.002835,0.0027,0.002586,0.002469,0.002356,0.002227,0.002069,0.001893,0.001725,0.001561,0.001402,0.001253,0.001113,0.000977,0.000845,0.000726,0.000627,0.000542,0.000463,0.000392,0.000328,0.000268,0.000213,0.000161,0.000121,9.60E-05,7.10E-05,4.70E-05,3.00E-05,2.20E-05,1.70E-05,1.20E-05,6.00E-06,3.00E-06,4.00E-06
Fiji,58,FJ,889955,0.3009,0.020146,0.020286,0.020354,0.020352,0.020074,0.02009,0.020035,0.019913,0.019734,0.01951,0.019259,0.018939,0.018535,0.018083,0.017628,0.017155,0.01678,0.016562,0.016451,0.016331,0.016213,0.016133,0.016095,0.016079,0.016083,0.016124,0.016075,0.015876,0.015593,0.015314,0.014987,0.014833,0.014959,0.01524,0.015473,0.015727,0.015733,0.015348,0.014709,0.014111,0.013501,0.012937,0.012477,0.012095,0.011694,0.011274,0.010972,0.010841,0.010822,0.010794,0.010769,0.010742,0.010698,0.010626,0.01055,0.010476,0.010286,0.009923,0.009441,0.008958,0.00846,0.007939,0.0074,0.006855,0.006299,0.005727,0.005231,0.004855,0.004559,0.004262,0.003986,0.003688,0.003343,0.002974,0.002632,0.002303,0.00201,0.001762,0.00155,0.001348,0.001163,0.000991,0.000832,0.000684,0.000554,0.000437,0.00034,0.000265,0.000207,0.000154,0.000118,9.20E-05,6.60E-05,4.30E-05,2.50E-05,1.70E-05,1.30E-05,9.00E-06,4.00E-06,2.00E-06,2.00E-06
Finland,59,FI,5532159,0.2221,0.008785,0.009395,0.009905,0.01032,0.010594,0.010852,0.011045,0.011178,0.011256,0.011295,0.011309,0.011263,0.011146,0.010988,0.010833,0.010671,0.010582,0.01061,0.010725,0.010829,0.010913,0.011113,0.011481,0.011942,0.012394,0.012885,0.013177,0.013147,0.012915,0.012706,0.012458,0.012332,0.012425,0.012648,0.012819,0.012976,0.013062,0.013028,0.012911,0.012816,0.012753,0.012594,0.012297,0.011932,0.011586,0.011213,0.011063,0.011261,0.011683,0.012075,0.012484,0.012828,0.013039,0.013157,0.0133,0.013459,0.013527,0.013468,0.013327,0.013184,0.013019,0.012905,0.012883,0.012923,0.012907,0.01281,0.012834,0.013052,0.013348,0.013593,0.013881,0.013717,0.01286,0.011568,0.010319,0.008994,0.00794,0.007371,0.007112,0.006779,0.006452,0.006089,0.005631,0.005121,0.004658,0.004226,0.003805,0.003397,0.003004,0.002598,0.002293,0.002011,0.001638,0.001181,0.000854,0.000716,0.000589,0.00043,0.00024,0.000129,0.000166
France,60,FR,65129731,0.2212,0.01073,0.01103,0.011294,0.011525,0.011758,0.011897,0.012015,0.012112,0.012187,0.012243,0.012281,0.012292,0.01227,0.012221,0.012164,0.0121,0.012012,0.011896,0.011764,0.011637,0.011515,0.011411,0.011334,0.011285,0.011241,0.011197,0.011225,0.011355,0.011551,0.011742,0.011938,0.012109,0.012231,0.012315,0.012415,0.012544,0.012576,0.012463,0.012271,0.012089,0.01187,0.011835,0.012094,0.012532,0.012934,0.013354,0.01364,0.013699,0.013609,0.013537,0.013447,0.013377,0.013362,0.013374,0.013356,0.013329,0.013244,0.013077,0.012856,0.012637,0.0124,0.01221,0.012099,0.012037,0.011935,0.011781,0.011679,0.011663,0.011669,0.011653,0.011683,0.011385,0.010589,0.009491,0.008435,0.00732,0.006496,0.006163,0.006146,0.006068,0.006,0.005881,0.005642,0.005323,0.005044,0.004793,0.004483,0.004087,0.003639,0.003162,0.002767,0.002447,0.002047,0.001568,0.001237,0.001099,0.000923,0.00068,0.000372,0.000219,0.000286
French Guiana,61,GF,290823,0.4129,0.026171,0.024778,0.023605,0.022646,0.021852,0.021284,0.020831,0.020487,0.020229,0.020043,0.019902,0.01983,0.019823,0.019851,0.019878,0.019926,0.01982,0.019472,0.018957,0.018451,0.017946,0.017368,0.016704,0.015993,0.015298,0.014617,0.014019,0.013548,0.01319,0.01285,0.012502,0.012375,0.012554,0.012932,0.0133,0.013706,0.013978,0.013991,0.01384,0.013709,0.013568,0.01339,0.01317,0.012922,0.01264,0.01232,0.011997,0.011677,0.011357,0.01102,0.010683,0.010305,0.009862,0.009384,0.008909,0.008421,0.008012,0.00773,0.00753,0.007317,0.007104,0.00686,0.00655,0.0062,0.005863,0.005546,0.005178,0.004742,0.004267,0.003803,0.003332,0.002947,0.002703,0.002548,0.00239,0.002259,0.002087,0.001836,0.00154,0.001276,0.001021,0.000811,0.000677,0.000591,0.000509,0.00044,0.000378,0.000327,0.000282,0.000258,0.000237,0.00021,0.000179,0.000138,0.00011,9.30E-05,7.90E-05,5.80E-05,3.80E-05,2.40E-05,3.80E-05
French Polynesia,62,PF,279285,0.3601,0.015715,0.014723,0.014061,0.013692,0.012962,0.013438,0.013975,0.014541,0.015103,0.015697,0.016363,0.016725,0.016617,0.016209,0.015819,0.015346,0.015063,0.015128,0.015393,0.015611,0.015887,0.01588,0.015418,0.014698,0.014036,0.013284,0.013019,0.013535,0.014519,0.015407,0.016356,0.016897,0.016771,0.016206,0.015733,0.015271,0.014827,0.014462,0.014165,0.013817,0.013406,0.013252,0.013502,0.013993,0.01444,0.014924,0.015182,0.015046,0.014662,0.014304,0.013903,0.013545,0.013291,0.013087,0.012836,0.012575,0.012188,0.011619,0.010935,0.010255,0.009524,0.008951,0.00864,0.008482,0.0083,0.008167,0.007831,0.007143,0.006266,0.005435,0.004572,0.003967,0.003785,0.003867,0.003914,0.004003,0.003939,0.003584,0.003054,0.002585,0.002113,0.001751,0.001558,0.001482,0.001389,0.00131,0.001203,0.001017,0.000791,0.000562,0.000376,0.000286,0.000218,0.000158,0.000125,0.000107,8.60E-05,6.10E-05,3.20E-05,1.80E-05,2.90E-05
Gabon,63,GA,2172578,0.8895,0.030396,0.029845,0.02919,0.028447,0.027708,0.026799,0.025855,0.024889,0.023919,0.022946,0.021979,0.02108,0.02028,0.019567,0.018896,0.018274,0.017743,0.017316,0.016984,0.016703,0.016453,0.016355,0.016454,0.016682,0.016912,0.017149,0.01736,0.017511,0.017598,0.017673,0.017747,0.017633,0.017251,0.016684,0.016103,0.015486,0.014859,0.014257,0.013671,0.013055,0.012412,0.011825,0.011328,0.010891,0.010449,0.010015,0.009576,0.009118,0.00865,0.008199,0.007768,0.007325,0.00686,0.006389,0.005934,0.00549,0.005097,0.004775,0.004507,0.004249,0.004006,0.003785,0.003581,0.003394,0.003222,0.003065,0.002908,0.002743,0.002576,0.002417,0.002266,0.002119,0.001978,0.001843,0.00171,0.001583,0.001455,0.001324,0.001191,0.001065,0.000943,0.000826,0.000713,0.000607,0.000506,0.000411,0.000326,0.000257,0.000199,0.000139,9.30E-05,7.00E-05,4.80E-05,2.90E-05,1.50E-05,9.00E-06,7.00E-06,5.00E-06,2.00E-06,0,0
Gambia (the),64,GM,2347696,0.8721,0.036148,0.035166,0.034174,0.033176,0.032244,0.031238,0.030243,0.029264,0.028304,0.027367,0.026455,0.02558,0.024749,0.023962,0.023202,0.022464,0.021806,0.021255,0.020779,0.020312,0.019854,0.019419,0.019003,0.018591,0.018183,0.017791,0.0173,0.016657,0.015913,0.015186,0.014458,0.01374,0.013049,0.012384,0.011721,0.011056,0.010466,0.009983,0.009576,0.009184,0.008826,0.008452,0.008034,0.0076,0.007194,0.006796,0.006476,0.006267,0.006131,0.005992,0.005869,0.005705,0.005466,0.005178,0.004908,0.004651,0.004374,0.004073,0.003761,0.003456,0.00315,0.002893,0.00271,0.002579,0.002448,0.002325,0.002213,0.002109,0.00201,0.001918,0.001838,0.001739,0.001606,0.001453,0.001307,0.001165,0.001027,0.0009,0.00078,0.000663,0.00055,0.00045,0.000368,0.0003,0.000238,0.000181,0.000135,0.0001,7.40E-05,5.10E-05,3.60E-05,2.60E-05,1.80E-05,1.10E-05,6.00E-06,4.00E-06,3.00E-06,2.00E-06,1.00E-06,0,0
Georgia,65,GE,3996762,0.683,0.012553,0.013345,0.013915,0.014285,0.014472,0.014481,0.014372,0.014164,0.013874,0.013526,0.013142,0.012719,0.012268,0.011819,0.011379,0.010931,0.010673,0.010701,0.010929,0.011163,0.011427,0.011734,0.012067,0.012417,0.012785,0.013158,0.013512,0.013831,0.014109,0.014373,0.014637,0.01476,0.014684,0.014474,0.014257,0.014007,0.013795,0.013668,0.013595,0.013495,0.013384,0.013275,0.013169,0.013066,0.012982,0.012933,0.012843,0.012679,0.012488,0.012307,0.01208,0.012087,0.012457,0.013036,0.013564,0.014118,0.014407,0.01427,0.013847,0.013441,0.012985,0.012565,0.012253,0.011992,0.011667,0.011318,0.010878,0.010307,0.009653,0.00902,0.008408,0.007783,0.007146,0.006526,0.005906,0.005232,0.004845,0.004895,0.005202,0.005479,0.005832,0.005836,0.005268,0.004344,0.003497,0.002627,0.001945,0.001595,0.001462,0.001287,0.001158,0.000996,0.000773,0.0005,0.000294,0.000209,0.000164,0.000113,5.70E-05,2.70E-05,2.80E-05
Germany,66,DE,83517046,0.246,0.009952,0.009725,0.009527,0.009357,0.009183,0.009073,0.008988,0.008929,0.008897,0.008889,0.0089,0.008954,0.009059,0.009203,0.00936,0.009528,0.009716,0.009925,0.010146,0.01038,0.010638,0.010839,0.010948,0.011004,0.011068,0.011103,0.011249,0.011574,0.012,0.012389,0.012775,0.013049,0.013145,0.013115,0.013095,0.013076,0.012984,0.012801,0.012566,0.012353,0.012167,0.012009,0.011896,0.011845,0.011807,0.011729,0.011975,0.012702,0.013718,0.01468,0.015661,0.01639,0.016699,0.016709,0.016729,0.016722,0.016555,0.016199,0.01571,0.015167,0.014556,0.013984,0.013516,0.01311,0.012676,0.012252,0.011783,0.011238,0.010664,0.010118,0.009566,0.009179,0.00904,0.009063,0.009054,0.009025,0.009014,0.009009,0.00898,0.008945,0.008948,0.008658,0.007927,0.00692,0.005941,0.004919,0.004073,0.00354,0.003214,0.002835,0.002555,0.002238,0.001834,0.001348,0.001003,0.00086,0.000711,0.000517,0.000277,0.000167,0.000212
Ghana,67,GH,30417858,0.8402,0.027596,0.027465,0.027244,0.026944,0.026683,0.026194,0.025674,0.025133,0.024578,0.024009,0.023426,0.022878,0.022389,0.021943,0.021492,0.02104,0.020625,0.02026,0.019925,0.019595,0.019282,0.018929,0.018506,0.018042,0.017588,0.017124,0.016702,0.016349,0.016036,0.015713,0.015397,0.015033,0.014589,0.014097,0.013618,0.013143,0.012686,0.012261,0.011862,0.011464,0.011067,0.010707,0.010395,0.010117,0.009844,0.009577,0.00931,0.009033,0.008749,0.008469,0.00819,0.007902,0.0076,0.007286,0.006972,0.006658,0.006323,0.005958,0.005576,0.0052,0.004832,0.004467,0.004107,0.003757,0.003416,0.003074,0.002795,0.002607,0.002478,0.002354,0.00225,0.002116,0.001923,0.001697,0.001491,0.001294,0.001118,0.000975,0.000857,0.000742,0.000635,0.000537,0.000449,0.000369,0.000298,0.000236,0.000184,0.000141,0.000107,7.60E-05,5.40E-05,4.10E-05,2.90E-05,1.80E-05,1.00E-05,7.00E-06,6.00E-06,4.00E-06,2.00E-06,1.00E-06,0
Greece,68,GR,10473452,0.2661,0.007724,0.00784,0.00801,0.008225,0.00827,0.008664,0.009044,0.0094,0.009725,0.010034,0.010344,0.010524,0.010517,0.010389,0.010256,0.01009,0.009983,0.009989,0.010064,0.010123,0.010196,0.010223,0.01017,0.010078,0.010024,0.009993,0.010039,0.010197,0.010444,0.010696,0.010938,0.011311,0.011869,0.012532,0.013183,0.013857,0.014372,0.014627,0.014706,0.014798,0.014866,0.014927,0.015009,0.015096,0.015137,0.015126,0.015149,0.015237,0.015348,0.015432,0.015525,0.01546,0.015158,0.014707,0.01426,0.013765,0.01341,0.013296,0.013325,0.013318,0.013334,0.013206,0.012842,0.012335,0.011848,0.011316,0.010955,0.010879,0.010966,0.01102,0.011128,0.010981,0.010422,0.00962,0.008861,0.008041,0.007522,0.007498,0.007772,0.00797,0.008182,0.008182,0.007823,0.007226,0.006669,0.006118,0.005519,0.004881,0.004226,0.003495,0.002863,0.002428,0.001932,0.001373,0.000978,0.000794,0.000643,0.000469,0.000271,0.000158,0.000238
Grenada,69,GD,112002,0.6627,0.015777,0.016107,0.01633,0.016473,0.016241,0.016357,0.016384,0.01633,0.016205,0.016044,0.015893,0.015589,0.01508,0.014464,0.013884,0.013259,0.012991,0.013285,0.013937,0.014544,0.015178,0.015741,0.016169,0.016482,0.01683,0.017178,0.017401,0.01741,0.017268,0.017098,0.016821,0.016643,0.016607,0.016651,0.016634,0.01666,0.016339,0.0155,0.014348,0.013241,0.01208,0.011277,0.011053,0.011205,0.011312,0.011464,0.011509,0.01133,0.011027,0.010786,0.010553,0.010455,0.01058,0.010839,0.011053,0.011232,0.011348,0.01133,0.011205,0.011062,0.010946,0.010616,0.009991,0.009187,0.008384,0.007536,0.006848,0.006393,0.006098,0.005795,0.005482,0.005178,0.004866,0.004562,0.004268,0.004009,0.003759,0.003554,0.003357,0.00317,0.003,0.002804,0.002545,0.002268,0.002,0.001732,0.001491,0.001277,0.001089,0.000893,0.000732,0.000616,0.000482,0.000321,0.000214,0.000152,0.000125,8.90E-05,4.50E-05,2.70E-05,2.70E-05
Guadeloupe,70,GP,400048,0.4129,0.013051,0.011804,0.010976,0.010519,0.009924,0.010384,0.010969,0.011646,0.012376,0.013166,0.014028,0.014671,0.014956,0.014993,0.015011,0.014941,0.014901,0.014961,0.015043,0.015046,0.015061,0.014696,0.013771,0.012506,0.011289,0.010026,0.009061,0.008599,0.008481,0.008339,0.008247,0.008207,0.008192,0.008214,0.008327,0.008511,0.008756,0.009054,0.009404,0.009789,0.010184,0.010686,0.011331,0.012061,0.012776,0.013503,0.014106,0.014513,0.014776,0.015023,0.015211,0.015396,0.015618,0.015833,0.015983,0.016111,0.016041,0.015686,0.015148,0.014596,0.013991,0.013468,0.013118,0.012871,0.012571,0.012244,0.011904,0.011544,0.011159,0.010774,0.010404,0.009951,0.009364,0.008704,0.008059,0.007399,0.006829,0.006402,0.006074,0.005737,0.005409,0.005084,0.004744,0.004397,0.00407,0.003762,0.003447,0.003117,0.002785,0.002447,0.002172,0.001925,0.001627,0.001277,0.001025,0.00089,0.000757,0.0006,0.000417,0.000302,0.000705
Guam,71,GU,167295,0.4129,0.016163,0.016193,0.016199,0.016187,0.016318,0.016199,0.016091,0.016008,0.015936,0.015882,0.015816,0.015834,0.015966,0.016175,0.016366,0.016576,0.016719,0.016767,0.016743,0.016713,0.016665,0.016599,0.016516,0.016408,0.016283,0.016133,0.015912,0.015601,0.015225,0.014854,0.014477,0.014077,0.013647,0.013204,0.012774,0.012361,0.012033,0.011811,0.011692,0.011584,0.011483,0.011483,0.011608,0.011823,0.012039,0.012284,0.012451,0.012481,0.012427,0.012373,0.012278,0.012224,0.012254,0.012314,0.012332,0.012355,0.012188,0.011758,0.01116,0.010556,0.009923,0.009379,0.009014,0.008751,0.008446,0.008123,0.007813,0.00749,0.007167,0.00685,0.006569,0.006181,0.005637,0.005009,0.004393,0.003766,0.003294,0.003066,0.003001,0.002917,0.002857,0.002732,0.002505,0.002194,0.001919,0.001662,0.001417,0.001195,0.000986,0.000771,0.00058,0.000472,0.000371,0.000257,0.000191,0.000155,0.000126,9.00E-05,6.00E-05,3.60E-05,6.00E-05
Guatemala,72,GT,17581476,0.6673,0.023876,0.023585,0.023321,0.023082,0.023065,0.02278,0.022536,0.022331,0.022166,0.022018,0.021865,0.021811,0.021897,0.022059,0.022202,0.022359,0.022368,0.022143,0.021759,0.021374,0.020955,0.020537,0.020155,0.019784,0.019378,0.018963,0.018475,0.017884,0.017232,0.016582,0.015906,0.015328,0.01491,0.014591,0.014253,0.013926,0.013539,0.013049,0.012494,0.01196,0.011434,0.010913,0.010405,0.00991,0.009421,0.008938,0.008484,0.008072,0.007693,0.007327,0.006979,0.006655,0.006357,0.006082,0.005825,0.005583,0.005362,0.005164,0.004983,0.00481,0.004641,0.004488,0.004353,0.004227,0.004105,0.003997,0.003837,0.003594,0.003302,0.003022,0.002738,0.0025,0.00234,0.002233,0.002119,0.002011,0.001901,0.001781,0.001656,0.00154,0.001432,0.001321,0.001203,0.001083,0.000968,0.000857,0.00075,0.000646,0.000548,0.000445,0.000362,0.000303,0.000237,0.000165,0.000114,9.10E-05,7.30E-05,5.20E-05,2.90E-05,1.60E-05,2.30E-05
Guinea,73,GN,12771246,0.8163,0.034033,0.033064,0.032172,0.031351,0.030649,0.029951,0.029298,0.028683,0.028099,0.027542,0.027007,0.026476,0.025937,0.025389,0.024845,0.024301,0.023734,0.023134,0.022507,0.021873,0.021235,0.020551,0.019804,0.019016,0.018229,0.01744,0.016657,0.015891,0.015142,0.0144,0.013667,0.012974,0.012333,0.011735,0.011157,0.010601,0.010074,0.009575,0.009103,0.008658,0.008239,0.007846,0.007478,0.007135,0.006815,0.006513,0.006242,0.006006,0.005798,0.005604,0.005423,0.005252,0.005084,0.00492,0.004765,0.004618,0.004469,0.004312,0.004151,0.003991,0.003827,0.003669,0.003522,0.003377,0.003232,0.003094,0.00292,0.002688,0.002423,0.002167,0.001905,0.001689,0.001543,0.001445,0.001345,0.001253,0.001151,0.001025,0.000886,0.000761,0.000644,0.000538,0.000447,0.000368,0.000294,0.000226,0.00017,0.000127,9.60E-05,6.80E-05,4.80E-05,3.60E-05,2.50E-05,1.50E-05,8.00E-06,6.00E-06,4.00E-06,3.00E-06,1.00E-06,0,0
Guinea-Bissau,74,GW,1920917,0.8306,0.032366,0.03194,0.031454,0.030913,0.030364,0.02972,0.029043,0.028339,0.027613,0.026873,0.026128,0.025365,0.024586,0.023803,0.02303,0.022263,0.021559,0.020948,0.020405,0.019872,0.019349,0.018872,0.018451,0.018067,0.017693,0.017336,0.016946,0.016494,0.016002,0.015517,0.015025,0.014541,0.014078,0.013623,0.013162,0.012712,0.012205,0.011612,0.010969,0.01034,0.009706,0.009145,0.0087,0.008333,0.007968,0.007626,0.007265,0.00686,0.006435,0.00604,0.005657,0.00533,0.005081,0.004888,0.004703,0.004536,0.004368,0.004188,0.004003,0.003828,0.003654,0.003509,0.003405,0.003324,0.003241,0.003172,0.003036,0.002796,0.002492,0.002201,0.001903,0.001656,0.001493,0.001386,0.001273,0.001168,0.001056,0.000925,0.000786,0.000661,0.000545,0.000445,0.000365,0.000303,0.000245,0.000195,0.000152,0.000116,8.50E-05,5.90E-05,4.10E-05,3.00E-05,2.00E-05,1.20E-05,6.00E-06,4.00E-06,3.00E-06,2.00E-06,1.00E-06,0,0
Guyana,75,GY,782775,0.5404,0.018662,0.018925,0.019074,0.019127,0.019486,0.019182,0.018884,0.018608,0.018367,0.018139,0.017904,0.01784,0.018027,0.018374,0.018698,0.019007,0.019325,0.019633,0.019907,0.020132,0.020307,0.020321,0.020116,0.019721,0.019318,0.018981,0.018215,0.016832,0.015105,0.013429,0.01163,0.010539,0.010579,0.011337,0.012007,0.012781,0.013234,0.013083,0.012559,0.012164,0.011784,0.011532,0.011508,0.011623,0.011685,0.011731,0.011736,0.011675,0.01156,0.011445,0.011326,0.011142,0.010866,0.010528,0.010174,0.00979,0.009433,0.009142,0.00888,0.008598,0.00832,0.007967,0.007495,0.006955,0.006423,0.005877,0.005409,0.005077,0.004829,0.004579,0.00436,0.004069,0.003649,0.003162,0.002704,0.002236,0.001918,0.001841,0.001914,0.001972,0.002071,0.002041,0.001791,0.00141,0.001071,0.000728,0.000482,0.00039,0.000401,0.000436,0.000414,0.000385,0.000345,0.000296,0.000268,0.000258,0.000227,0.00018,0.000112,7.80E-05,0.000141
