"...1","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16"
2.47354497354497,2.93915343915344,1.65873015873016,1.15343915343915,1.44179894179894,1.71693121693122,1.19312169312169,0.785714285714286,0.507936507936508,0.378306878306878,0.378306878306878,0.35978835978836,0.78042328042328,0.468253968253968,0.253968253968254,0.285714285714286
2.11633663366337,6.36881188118812,3.05445544554455,1.20544554455446,1.16089108910891,1.70049504950495,1.72772277227723,1.23267326732673,0.663366336633663,0.438118811881188,0.410891089108911,0.405940594059406,0.891089108910891,0.561881188118812,0.339108910891089,0.334158415841584
1.49557522123894,2.95575221238938,6.8259587020649,2.47787610619469,1.25073746312684,1.51622418879056,1.76106194690265,1.48967551622419,0.979351032448378,0.592920353982301,0.48377581120944,0.330383480825959,0.743362831858407,0.539823008849557,0.395280235988201,0.389380530973451
1.41176470588235,1.36651583710407,2.23529411764706,4.73303167420814,2.12217194570136,1.33484162895928,1.12217194570136,1.19004524886878,1.07692307692308,0.742081447963801,0.538461538461538,0.343891402714932,0.538461538461538,0.529411764705882,0.384615384615385,0.330316742081448
1.99586776859504,1.43388429752066,1.22727272727273,1.86776859504132,2.67355371900826,2.12809917355372,1.22727272727273,0.942148760330578,0.826446280991736,0.921487603305785,0.685950413223141,0.433884297520661,0.743801652892562,0.516528925619835,0.334710743801653,0.396694214876033
2.25,2.01102941176471,1.28308823529412,1.11029411764706,1.80514705882353,2.40441176470588,1.82352941176471,1.33088235294118,0.963235294117647,0.731617647058823,0.636029411764706,0.625,0.948529411764706,0.573529411764706,0.455882352941176,0.496323529411765
1.6793893129771,2.29007633587786,1.77862595419847,1.11832061068702,1.27099236641221,1.83206106870229,2.11068702290076,1.84351145038168,1.22137404580153,0.980916030534351,0.786259541984733,0.683206106870229,1.08015267175573,0.744274809160305,0.622137404580153,0.511450381679389
1.5,2.03846153846154,2.1043956043956,1.38461538461538,1.17032967032967,1.47252747252747,1.8021978021978,1.80769230769231,1.44505494505495,0.813186813186813,0.664835164835165,0.549450549450549,0.89010989010989,0.67032967032967,0.538461538461538,0.450549450549451
0.934782608695652,1.33695652173913,1.67391304347826,1.75,1.19565217391304,1.04347826086957,1.15217391304348,1.72826086956522,1.8695652173913,1.32608695652174,0.83695652173913,0.652173913043478,0.706521739130435,0.847826086956522,0.554347826086957,0.543478260869565
1.07894736842105,1.06578947368421,1.55263157894737,1.85526315789474,1.76315789473684,1.51315789473684,1.23684210526316,1.25,1.82894736842105,1.57894736842105,1.31578947368421,0.934210526315789,0.842105263157895,0.723684210526316,0.684210526315789,0.671052631578947
1.97777777777778,1.28888888888889,1.6,1.51111111111111,2.51111111111111,1.75555555555556,1.37777777777778,1.22222222222222,1.08888888888889,1.46666666666667,1.84444444444444,1.08888888888889,0.755555555555556,0.711111111111111,0.822222222222222,0.733333333333333
1.74,1.76,1.3,1.2,0.96,1.98,1.52,1.1,0.92,0.72,0.92,0.72,1,0.44,0.38,0.46
1.86163522012579,2.12578616352201,1.33962264150943,0.987421383647799,1.24528301886792,1.60377358490566,1.61635220125786,1.42138364779874,1.0188679245283,0.773584905660377,0.811320754716981,0.70440251572327,1.16981132075472,0.710691823899371,0.490566037735849,0.459119496855346
1.42452830188679,1.78301886792453,1.49056603773585,1.31132075471698,1.02830188679245,1.16981132075472,1.33018867924528,1.34905660377358,1.25471698113208,0.660377358490566,0.89622641509434,0.537735849056604,0.962264150943396,0.830188679245283,0.518867924528302,0.490566037735849
0.927272727272727,1.32727272727273,1.6,1.21818181818182,0.709090909090909,1,1.27272727272727,1.23636363636364,1.03636363636364,0.418181818181818,0.490909090909091,0.345454545454545,0.490909090909091,0.545454545454545,0.690909090909091,0.418181818181818
1.38333333333333,1.35,1.5,1.03333333333333,1,1,0.983333333333333,0.983333333333333,0.85,0.816666666666667,0.683333333333333,0.45,0.683333333333333,0.55,0.483333333333333,0.433333333333333
